time[seconds]	end[Bq/ml]	HighBinding	L_cb	R_cb	L_orbfrc	R_orbfrc	L_medinffg	R_medinffg	L_antcin	R_antcin	L_th	R_th	L_ins	R_ins	L_cau	R_cau	L_put	R_put	L_suptempg	R_suptempg	L_parc	R_parc	L_medinftempg	R_medinftempg	L_supfg	R_supfg	L_occ	R_occ	L_senmotc	R_senmotc	L_postcin	R_postcin	L_DLPFC	R_DLPFC	L_VLPFC	R_VLPFC	L_entorhinc	R_entorhinc	L_hippocampus	R_hippocampus	L_amygdala	R_amygdala	L_hypothal	R_hypothal	Total_orbfrc	Total_medinffg	Total_antcin	Total_th	Total_ins	Total_cau	Total_put	Total_suptempg	Total_parc	Total_medinftempg	Total_supfg	Total_occ	Total_senmotc	Total_postcin	Total_DLPFC	Total_VLPFC	Total_entorhinc	Total_hippocampus	Total_amygdala	Total_hypothal	Neocortex	Frontal Cortex	midbrain	medpost_tegm	Raphae	Total_cb	
9.000000e+02	1.200000e+03	2.324094e+04	1.313326e+04	1.302065e+04	1.632523e+04	1.581308e+04	1.811959e+04	1.733398e+04	1.737339e+04	1.729215e+04	1.800048e+04	1.915458e+04	1.730317e+04	1.668182e+04	2.349641e+04	2.289648e+04	2.360584e+04	2.287391e+04	1.765956e+04	1.733345e+04	1.731897e+04	1.702484e+04	1.686117e+04	1.667231e+04	1.649571e+04	1.616618e+04	1.784168e+04	1.792306e+04	1.664484e+04	1.601968e+04	1.838965e+04	1.789103e+04	1.704860e+04	1.693882e+04	1.818294e+04	1.720910e+04	1.304665e+04	1.136531e+04	1.531117e+04	1.487563e+04	1.228170e+04	1.242229e+04	1.050203e+04	1.709425e+04	1.605672e+04	1.772998e+04	1.733501e+04	1.852706e+04	1.698763e+04	2.322422e+04	2.326549e+04	1.749948e+04	1.717063e+04	1.676498e+04	1.633337e+04	1.788123e+04	1.632904e+04	1.814937e+04	1.699245e+04	1.769342e+04	1.206341e+04	1.509694e+04	1.235639e+04	1.336471e+04	1.709391e+04	1.696968e+04	1.181481e+04	1.203045e+04	1.330290e+04	1.307776e+04	
1.200000e+03	1.500000e+03	2.384596e+04	1.198382e+04	1.198666e+04	1.580862e+04	1.537614e+04	1.756508e+04	1.705185e+04	1.665930e+04	1.667077e+04	1.748939e+04	1.772154e+04	1.728212e+04	1.684524e+04	2.383631e+04	2.482142e+04	2.314314e+04	2.327486e+04	1.720975e+04	1.710844e+04	1.708531e+04	1.693181e+04	1.679665e+04	1.687726e+04	1.592701e+04	1.571914e+04	1.705379e+04	1.730257e+04	1.603079e+04	1.541757e+04	1.779061e+04	1.763413e+04	1.667876e+04	1.649133e+04	1.782504e+04	1.704701e+04	1.315320e+04	1.209830e+04	1.602223e+04	1.501405e+04	1.233099e+04	1.235925e+04	1.382279e+04	1.446521e+04	1.558188e+04	1.731055e+04	1.666472e+04	1.759531e+04	1.706026e+04	2.428326e+04	2.320439e+04	1.716002e+04	1.700789e+04	1.683770e+04	1.582461e+04	1.717470e+04	1.572102e+04	1.771520e+04	1.658289e+04	1.743395e+04	1.253630e+04	1.552633e+04	1.234600e+04	1.410176e+04	1.670354e+04	1.650935e+04	1.193049e+04	1.404647e+04	1.401076e+04	1.198522e+04	
1.500000e+03	1.800000e+03	2.485491e+04	1.111112e+04	1.112796e+04	1.528207e+04	1.474783e+04	1.670815e+04	1.623603e+04	1.632286e+04	1.631780e+04	1.789132e+04	1.710045e+04	1.688824e+04	1.684358e+04	2.419972e+04	2.634602e+04	2.512523e+04	2.353871e+04	1.678542e+04	1.649068e+04	1.641429e+04	1.626490e+04	1.623791e+04	1.631178e+04	1.551659e+04	1.503303e+04	1.639392e+04	1.649816e+04	1.522744e+04	1.507857e+04	1.720139e+04	1.672098e+04	1.601610e+04	1.585235e+04	1.687333e+04	1.620610e+04	1.357147e+04	1.199015e+04	1.588838e+04	1.411332e+04	1.215650e+04	1.217514e+04	1.473347e+04	1.204079e+04	1.500198e+04	1.647401e+04	1.632047e+04	1.753047e+04	1.686556e+04	2.517352e+04	2.438749e+04	1.664074e+04	1.633895e+04	1.627553e+04	1.527837e+04	1.644458e+04	1.515224e+04	1.696988e+04	1.593234e+04	1.653794e+04	1.264672e+04	1.501527e+04	1.216640e+04	1.356417e+04	1.605593e+04	1.581719e+04	1.186010e+04	1.330523e+04	1.402165e+04	1.111942e+04	
1.800000e+03	2.100000e+03	2.505287e+04	9.972915e+03	1.000078e+04	1.476058e+04	1.416469e+04	1.613622e+04	1.554002e+04	1.600587e+04	1.577013e+04	1.655243e+04	1.676201e+04	1.634008e+04	1.597131e+04	2.493186e+04	2.658207e+04	2.406903e+04	2.420441e+04	1.655476e+04	1.603766e+04	1.585420e+04	1.582787e+04	1.589061e+04	1.570715e+04	1.481884e+04	1.433250e+04	1.513931e+04	1.572986e+04	1.420285e+04	1.409618e+04	1.591817e+04	1.631088e+04	1.525408e+04	1.499511e+04	1.644122e+04	1.581090e+04	1.329069e+04	1.280328e+04	1.553817e+04	1.468377e+04	1.244279e+04	1.279976e+04	1.435083e+04	1.347178e+04	1.444817e+04	1.584054e+04	1.589449e+04	1.664806e+04	1.615281e+04	2.568058e+04	2.413198e+04	1.630093e+04	1.584092e+04	1.579717e+04	1.457925e+04	1.542631e+04	1.414897e+04	1.610742e+04	1.512161e+04	1.612438e+04	1.300565e+04	1.511791e+04	1.263243e+04	1.396910e+04	1.538950e+04	1.517169e+04	1.185594e+04	1.205990e+04	1.374288e+04	9.986647e+03	
2.100000e+03	2.400000e+03	2.546424e+04	9.107635e+03	9.190620e+03	1.423634e+04	1.373101e+04	1.538336e+04	1.467315e+04	1.483744e+04	1.528237e+04	1.505420e+04	1.525361e+04	1.577414e+04	1.504229e+04	2.509027e+04	2.587169e+04	2.611760e+04	2.477385e+04	1.582354e+04	1.534871e+04	1.502924e+04	1.498893e+04	1.537178e+04	1.562306e+04	1.423758e+04	1.405518e+04	1.454729e+04	1.467483e+04	1.361212e+04	1.338369e+04	1.476796e+04	1.501466e+04	1.456208e+04	1.449784e+04	1.541190e+04	1.475325e+04	1.413968e+04	1.131189e+04	1.536103e+04	1.439431e+04	1.322797e+04	1.261398e+04	1.569819e+04	1.069470e+04	1.397140e+04	1.503114e+04	1.504765e+04	1.514519e+04	1.540249e+04	2.544481e+04	2.549275e+04	1.559046e+04	1.500891e+04	1.549976e+04	1.414772e+04	1.460927e+04	1.349673e+04	1.488684e+04	1.452922e+04	1.508082e+04	1.248599e+04	1.488552e+04	1.290179e+04	1.352542e+04	1.472977e+04	1.455002e+04	1.108097e+04	1.174772e+04	1.248942e+04	9.148531e+03	
2.400000e+03	3.000000e+03	2.532543e+04	8.131044e+03	8.077908e+03	1.323758e+04	1.313915e+04	1.429989e+04	1.382796e+04	1.461195e+04	1.462217e+04	1.380300e+04	1.429609e+04	1.471531e+04	1.442861e+04	2.467253e+04	2.613295e+04	2.518272e+04	2.545897e+04	1.472468e+04	1.449201e+04	1.402738e+04	1.396084e+04	1.475812e+04	1.443967e+04	1.307496e+04	1.308582e+04	1.320679e+04	1.351439e+04	1.260719e+04	1.219711e+04	1.460730e+04	1.446896e+04	1.356562e+04	1.373893e+04	1.462849e+04	1.384902e+04	1.333213e+04	1.108908e+04	1.440516e+04	1.360429e+04	1.187090e+04	1.228181e+04	1.750060e+04	1.024770e+04	1.318597e+04	1.406584e+04	1.461678e+04	1.402798e+04	1.456972e+04	2.533514e+04	2.531118e+04	1.461047e+04	1.399382e+04	1.459594e+04	1.308031e+04	1.335628e+04	1.240004e+04	1.454063e+04	1.365427e+04	1.423668e+04	1.202040e+04	1.401123e+04	1.208920e+04	1.435102e+04	1.370108e+04	1.357438e+04	1.074362e+04	1.048081e+04	1.183786e+04	8.104858e+03	
3.000000e+03	3.600000e+03	2.577377e+04	7.125228e+03	7.053958e+03	1.237826e+04	1.186348e+04	1.277444e+04	1.251825e+04	1.354403e+04	1.317934e+04	1.373896e+04	1.227345e+04	1.330938e+04	1.311642e+04	2.575114e+04	2.629371e+04	2.567630e+04	2.518063e+04	1.362375e+04	1.313688e+04	1.283155e+04	1.273465e+04	1.358357e+04	1.334799e+04	1.207232e+04	1.174309e+04	1.174841e+04	1.205870e+04	1.098688e+04	1.116903e+04	1.312542e+04	1.361279e+04	1.234512e+04	1.209921e+04	1.303684e+04	1.251022e+04	1.204382e+04	1.099951e+04	1.298940e+04	1.218845e+04	1.069724e+04	1.167402e+04	1.184549e+04	1.240362e+04	1.210837e+04	1.264739e+04	1.337173e+04	1.307029e+04	1.321139e+04	2.599731e+04	2.544581e+04	1.338476e+04	1.278268e+04	1.346359e+04	1.191013e+04	1.189921e+04	1.107889e+04	1.336028e+04	1.221934e+04	1.277213e+04	1.143311e+04	1.259543e+04	1.121615e+04	1.208786e+04	1.242542e+04	1.229758e+04	9.692462e+03	9.618795e+03	1.081896e+04	7.090106e+03	
3.600000e+03	4.200000e+03	2.461462e+04	6.188257e+03	6.243122e+03	1.123654e+04	1.058218e+04	1.141684e+04	1.108670e+04	1.193728e+04	1.144322e+04	1.127218e+04	1.046821e+04	1.205309e+04	1.213955e+04	2.401415e+04	2.582607e+04	2.452320e+04	2.402061e+04	1.239218e+04	1.208086e+04	1.162494e+04	1.151483e+04	1.240809e+04	1.248594e+04	1.090366e+04	1.047569e+04	1.050651e+04	1.062206e+04	1.001814e+04	9.954924e+03	1.157218e+04	1.200879e+04	1.114335e+04	1.098611e+04	1.145707e+04	1.099042e+04	1.066010e+04	1.007893e+04	1.273101e+04	1.146132e+04	1.164798e+04	1.064298e+04	1.381110e+04	9.871809e+03	1.089347e+04	1.125311e+04	1.170386e+04	1.090535e+04	1.209700e+04	2.483624e+04	2.428949e+04	1.223936e+04	1.156941e+04	1.244774e+04	1.069283e+04	1.056267e+04	9.986207e+03	1.178258e+04	1.106292e+04	1.122250e+04	1.032023e+04	1.210648e+04	1.111407e+04	1.210046e+04	1.120511e+04	1.099476e+04	9.414235e+03	9.836263e+03	1.059650e+04	6.215295e+03	
4.200000e+03	4.800000e+03	2.469074e+04	5.659175e+03	5.766437e+03	1.027171e+04	9.566203e+03	1.036606e+04	1.002409e+04	1.165665e+04	1.068436e+04	8.747934e+03	8.985223e+03	1.067184e+04	1.089669e+04	2.422445e+04	2.492943e+04	2.445053e+04	2.542910e+04	1.119031e+04	1.086771e+04	1.052495e+04	1.008587e+04	1.126052e+04	1.139053e+04	9.698410e+03	9.390542e+03	9.252239e+03	9.360351e+03	9.038244e+03	8.704917e+03	1.074894e+04	1.048145e+04	1.002595e+04	9.859992e+03	1.025632e+04	1.030177e+04	1.087622e+04	1.008706e+04	1.139364e+04	1.107738e+04	1.012158e+04	9.787112e+03	1.241529e+04	1.066930e+04	9.901825e+03	1.019646e+04	1.119728e+04	8.856202e+03	1.078602e+04	2.454431e+04	2.490557e+04	1.103196e+04	1.030350e+04	1.132673e+04	9.546744e+03	9.304781e+03	8.869865e+03	1.062004e+04	9.941061e+03	1.027917e+04	1.041472e+04	1.123808e+04	9.943894e+03	1.165709e+04	1.004693e+04	9.915200e+03	9.023446e+03	7.647714e+03	8.918440e+03	5.712035e+03	
4.800000e+03	5.400000e+03	2.481717e+04	5.291855e+03	5.308250e+03	8.951381e+03	9.339775e+03	9.306722e+03	9.125075e+03	9.722434e+03	1.033535e+04	9.134557e+03	9.101455e+03	1.056124e+04	9.505503e+03	2.467360e+04	2.639964e+04	2.363299e+04	2.416179e+04	1.040830e+04	1.007490e+04	9.626367e+03	9.378113e+03	1.042050e+04	1.039378e+04	8.835203e+03	8.927010e+03	8.476821e+03	8.356187e+03	7.909311e+03	7.937570e+03	1.191224e+04	1.028390e+04	8.869778e+03	8.927727e+03	9.147553e+03	9.324079e+03	9.810126e+03	8.331780e+03	1.053553e+04	1.003873e+04	9.517736e+03	9.685132e+03	9.976231e+03	8.913217e+03	9.155009e+03	9.216637e+03	1.001201e+04	9.119453e+03	1.002511e+04	2.545672e+04	2.387889e+04	1.024464e+04	9.501160e+03	1.040689e+04	8.880430e+03	8.418193e+03	7.923586e+03	1.112755e+04	8.899419e+03	9.236286e+03	8.945592e+03	1.029116e+04	9.606665e+03	9.514616e+03	9.193713e+03	9.084694e+03	8.869616e+03	8.210344e+03	8.711809e+03	5.299935e+03	
5.400000e+03	6.000000e+03	2.285867e+04	5.137246e+03	5.020662e+03	9.216015e+03	8.266781e+03	8.505978e+03	8.403890e+03	1.002283e+04	9.359040e+03	7.948981e+03	9.022938e+03	9.008514e+03	9.301909e+03	2.306002e+04	2.309937e+04	2.318048e+04	2.179687e+04	1.005421e+04	9.373701e+03	8.711688e+03	8.726987e+03	9.691720e+03	9.879125e+03	8.230977e+03	7.828498e+03	7.884212e+03	8.102718e+03	7.370776e+03	7.315340e+03	7.767261e+03	1.003198e+04	8.349367e+03	8.436086e+03	8.946053e+03	8.737969e+03	1.084820e+04	8.184981e+03	1.043760e+04	9.662157e+03	9.147987e+03	8.781839e+03	1.330035e+04	8.644728e+03	8.718348e+03	8.455349e+03	9.709216e+03	8.438998e+03	9.157508e+03	2.307787e+04	2.253709e+04	9.720169e+03	8.719404e+03	9.787164e+03	8.032702e+03	7.990405e+03	7.342773e+03	8.858621e+03	8.393724e+03	8.841456e+03	9.290755e+03	1.005618e+04	8.953471e+03	1.127864e+04	8.544755e+03	8.340463e+03	7.119796e+03	6.201477e+03	7.831594e+03	5.079792e+03	
6.000000e+03	6.600000e+03	2.353037e+04	4.735026e+03	4.652630e+03	8.067095e+03	7.907624e+03	7.969797e+03	7.701123e+03	7.747525e+03	8.072494e+03	7.580208e+03	6.997611e+03	8.179111e+03	8.779128e+03	2.304729e+04	2.354795e+04	2.230333e+04	2.574950e+04	9.012299e+03	9.104707e+03	8.122613e+03	8.026383e+03	9.589223e+03	9.125629e+03	7.401310e+03	7.204342e+03	6.922960e+03	7.166731e+03	6.263387e+03	6.429969e+03	7.755018e+03	7.060008e+03	7.740276e+03	7.665809e+03	8.254853e+03	7.711650e+03	7.170162e+03	6.243742e+03	1.006792e+04	9.665203e+03	9.787196e+03	9.591186e+03	1.068138e+04	1.220915e+04	7.983487e+03	7.836552e+03	7.901060e+03	7.314385e+03	8.483816e+03	2.327444e+04	2.390583e+04	9.057659e+03	8.074079e+03	9.353117e+03	7.304277e+03	7.041432e+03	6.347535e+03	7.420095e+03	7.702186e+03	7.981804e+03	6.628394e+03	9.869832e+03	9.683066e+03	1.134482e+04	7.826975e+03	7.664273e+03	7.302426e+03	6.987565e+03	6.713967e+03	4.694421e+03	
6.600000e+03	7.200000e+03	2.018295e+04	4.567659e+03	4.588919e+03	7.661112e+03	7.120544e+03	7.237027e+03	6.934836e+03	7.941021e+03	7.074695e+03	6.413582e+03	7.728947e+03	8.439690e+03	8.066276e+03	1.931691e+04	2.045316e+04	2.263172e+04	1.847148e+04	8.502190e+03	7.998301e+03	7.345425e+03	7.520434e+03	8.832940e+03	8.461599e+03	6.992804e+03	6.498752e+03	7.127391e+03	6.271500e+03	6.296822e+03	5.755251e+03	6.196228e+03	7.119484e+03	7.160075e+03	7.050443e+03	7.395568e+03	6.984365e+03	9.981859e+03	7.182115e+03	9.631534e+03	9.612817e+03	6.797923e+03	7.896282e+03	1.083400e+04	1.189638e+04	7.377702e+03	7.087160e+03	7.531717e+03	7.013747e+03	8.250060e+03	1.983244e+04	2.069718e+04	8.254846e+03	7.433691e+03	8.643818e+03	6.749417e+03	6.711432e+03	6.023250e+03	6.641142e+03	7.103997e+03	7.188871e+03	8.344575e+03	9.622328e+03	7.381426e+03	1.129534e+04	7.237694e+03	7.007388e+03	7.226210e+03	7.855087e+03	7.525212e+03	4.578136e+03	
